2021-06-08 00:03:43.910 [main] INFO  com.mrl.pastry.portal.PortalApplication - The following profiles are active: security,dev
2021-06-08 07:43:08.924 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-06-08 07:43:09.708 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-06-08 07:43:16.561 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Spring Data Elasticsearch: 4.0.2.RELEASE
2021-06-08 07:43:16.562 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client in build: 7.6.2
2021-06-08 07:43:16.562 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client used: 7.6.2
2021-06-08 07:43:19.627 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2021-06-08 07:43:19.629 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'executor'
2021-06-08 07:43:23.725 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2021-06-08 07:43:24.116 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-06-08 07:43:24.339 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-06-08 07:43:24.409 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-06-08 07:43:26.952 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger-ui.html', GET], []
2021-06-08 07:43:26.953 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/doc.html', GET], []
2021-06-08 07:43:26.953 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger-resources/**', GET], []
2021-06-08 07:43:26.954 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger/**', GET], []
2021-06-08 07:43:26.954 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.js', GET], []
2021-06-08 07:43:26.954 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.css', GET], []
2021-06-08 07:43:26.954 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.png', GET], []
2021-06-08 07:43:26.954 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.ico', GET], []
2021-06-08 07:43:26.955 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/v2/api-docs/**', GET], []
2021-06-08 07:43:26.955 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/webjars/springfox-swagger-ui/**', GET], []
2021-06-08 07:43:26.955 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/druid/**', GET], []
2021-06-08 07:43:27.264 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@62765e11, org.springframework.security.web.context.SecurityContextPersistenceFilter@711cd6f9, org.springframework.security.web.header.HeaderWriterFilter@259fb8f5, org.springframework.security.web.authentication.logout.LogoutFilter@74ae2dec, com.mrl.pastry.common.filter.JwtAuthFilter@4a5c6b30, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2769d577, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@30628ef9, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3d73f2a1, org.springframework.security.web.session.SessionManagementFilter@43b45e77, org.springframework.security.web.access.ExceptionTranslationFilter@b0ff869, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@18cdacd]
2021-06-08 07:43:31.192 [main] INFO  io.undertow - starting server: Undertow - 2.1.3.Final
2021-06-08 07:43:31.225 [main] INFO  org.xnio - XNIO version 3.8.0.Final
2021-06-08 07:43:31.275 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.0.Final
2021-06-08 07:43:31.542 [main] INFO  org.jboss.threads - JBoss Threads version 3.1.0.Final
2021-06-08 07:43:31.714 [main] INFO  o.s.boot.web.embedded.undertow.UndertowWebServer - Undertow started on port(s) 8088 (http)
2021-06-08 07:43:31.877 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP pastry-portal 192.168.43.215:8088 register finished
2021-06-08 07:43:34.348 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [rabbit:5672]
2021-06-08 07:43:34.870 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#35738a92:0/SimpleConnection@79442196 [delegate=amqp://mrl@47.115.138.120:5672//pastry, localPort= 49704]
2021-06-08 07:43:35.553 [main] INFO  com.mrl.pastry.portal.PortalApplication - Started PortalApplication in 68.471 seconds (JVM running for 71.305)
2021-06-08 07:46:52.283 [XNIO-1 task-1] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-06-08 07:46:52.283 [XNIO-1 task-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-06-08 07:46:52.307 [XNIO-1 task-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 23 ms
2021-06-08 07:51:08.754 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2021-06-08 07:51:09.181 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2021-06-08 07:51:09.191 [SpringContextShutdownHook] INFO  io.undertow - stopping server: Undertow - 2.1.3.Final
2021-06-08 07:51:09.208 [SpringContextShutdownHook] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
2021-06-08 07:51:09.214 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-06-08 07:52:09.261 [SpringContextShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registering from Nacos Server now...
2021-06-08 07:52:09.284 [SpringContextShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registration finished.
2021-06-08 07:52:09.292 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-06-08 07:53:09.295 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-06-08 07:54:09.410 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'executor'
2021-06-08 07:54:09.413 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Shutdown ignored - container is not active already
2021-06-08 07:54:09.419 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2021-06-08 07:54:09.537 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2021-06-08 07:54:27.971 [main] INFO  com.mrl.pastry.portal.PortalApplication - The following profiles are active: security,dev
2021-06-08 07:54:36.229 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-06-08 07:54:36.243 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2021-06-08 07:54:38.717 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 2408ms. Found 2 Elasticsearch repository interfaces.
2021-06-08 07:54:38.743 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-06-08 07:54:38.748 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2021-06-08 07:54:38.884 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 130ms. Found 0 Reactive Elasticsearch repository interfaces.
2021-06-08 07:54:38.964 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-06-08 07:54:38.971 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-06-08 07:54:39.186 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.mrl.pastry.portal.repository.BlogRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-06-08 07:54:39.188 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.mrl.pastry.portal.repository.UserRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-06-08 07:54:39.189 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 172ms. Found 0 Redis repository interfaces.
2021-06-08 07:54:41.475 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=eb87396f-3afa-3551-8ef3-fc57162ce21a
2021-06-08 07:54:42.008 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.mrl.pastry.portal.feign.FeignUploadService' of type [org.springframework.cloud.openfeign.FeignClientFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 07:54:42.217 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'asyncTaskConfiguration' of type [com.mrl.pastry.portal.config.AsyncTaskConfiguration$$EnhancerBySpringCGLIB$$4b7ce2d3] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 07:54:43.320 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.mrl.pastry.common.config.RedisConfiguration' of type [com.mrl.pastry.common.config.RedisConfiguration$$EnhancerBySpringCGLIB$$2719cf98] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 07:54:43.925 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@d512c1' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 07:54:44.029 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 07:54:46.218 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2021-06-08 07:54:46.219 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 18081 ms
2021-06-08 07:54:51.968 [main] INFO  org.redisson.Version - Redisson 3.13.6
2021-06-08 07:54:53.993 [redisson-netty-2-24] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for redis/127.0.0.1:6379
2021-06-08 07:54:54.464 [redisson-netty-2-19] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for redis/127.0.0.1:6379
2021-06-08 07:54:59.779 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-06-08 07:55:00.426 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-06-08 07:55:08.312 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Spring Data Elasticsearch: 4.0.2.RELEASE
2021-06-08 07:55:08.313 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client in build: 7.6.2
2021-06-08 07:55:08.313 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client used: 7.6.2
2021-06-08 07:55:11.383 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2021-06-08 07:55:11.418 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'executor'
2021-06-08 07:55:17.325 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2021-06-08 07:55:17.630 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-06-08 07:55:17.802 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-06-08 07:55:17.819 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-06-08 07:55:19.482 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger-ui.html', GET], []
2021-06-08 07:55:19.482 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/doc.html', GET], []
2021-06-08 07:55:19.483 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger-resources/**', GET], []
2021-06-08 07:55:19.483 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger/**', GET], []
2021-06-08 07:55:19.484 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.js', GET], []
2021-06-08 07:55:19.484 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.css', GET], []
2021-06-08 07:55:19.485 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.png', GET], []
2021-06-08 07:55:19.485 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.ico', GET], []
2021-06-08 07:55:19.485 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/v2/api-docs/**', GET], []
2021-06-08 07:55:19.486 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/webjars/springfox-swagger-ui/**', GET], []
2021-06-08 07:55:19.486 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/druid/**', GET], []
2021-06-08 07:55:19.626 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@efbc6a1, org.springframework.security.web.context.SecurityContextPersistenceFilter@46bc9802, org.springframework.security.web.header.HeaderWriterFilter@87f8146, org.springframework.security.web.authentication.logout.LogoutFilter@4dbf902, com.mrl.pastry.common.filter.JwtAuthFilter@75c45c4b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@31bbcced, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@c2cc406, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@19544898, org.springframework.security.web.session.SessionManagementFilter@2f24e1f3, org.springframework.security.web.access.ExceptionTranslationFilter@647dcc5e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@28322fd3]
2021-06-08 07:55:22.379 [main] INFO  io.undertow - starting server: Undertow - 2.1.3.Final
2021-06-08 07:55:22.410 [main] INFO  org.xnio - XNIO version 3.8.0.Final
2021-06-08 07:55:22.450 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.0.Final
2021-06-08 07:55:22.642 [main] INFO  org.jboss.threads - JBoss Threads version 3.1.0.Final
2021-06-08 07:55:22.794 [main] INFO  o.s.boot.web.embedded.undertow.UndertowWebServer - Undertow started on port(s) 8088 (http)
2021-06-08 07:55:22.974 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP pastry-portal 192.168.43.215:8088 register finished
2021-06-08 07:55:25.583 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [rabbit:5672]
2021-06-08 07:55:26.343 [main] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#4e502162:0/SimpleConnection@6626ae40 [delegate=amqp://mrl@47.115.138.120:5672//pastry, localPort= 51178]
2021-06-08 07:55:27.435 [main] INFO  com.mrl.pastry.portal.PortalApplication - Started PortalApplication in 66.92 seconds (JVM running for 70.201)
2021-06-08 07:56:06.768 [XNIO-1 task-1] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-06-08 07:56:06.768 [XNIO-1 task-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-06-08 07:56:06.790 [XNIO-1 task-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 21 ms
2021-06-08 08:12:12.137 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Waiting for workers to finish.
2021-06-08 08:12:12.192 [SpringContextShutdownHook] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Successfully waited for workers to finish.
2021-06-08 08:12:12.198 [SpringContextShutdownHook] INFO  io.undertow - stopping server: Undertow - 2.1.3.Final
2021-06-08 08:12:12.204 [SpringContextShutdownHook] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
2021-06-08 08:12:12.205 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-06-08 08:27:12.867 [main] INFO  com.mrl.pastry.portal.PortalApplication - The following profiles are active: security,dev
2021-06-08 08:27:23.413 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-06-08 08:27:23.428 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2021-06-08 08:27:27.293 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 3784ms. Found 2 Elasticsearch repository interfaces.
2021-06-08 08:27:27.322 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-06-08 08:27:27.327 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2021-06-08 08:27:27.537 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 207ms. Found 0 Reactive Elasticsearch repository interfaces.
2021-06-08 08:27:27.658 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-06-08 08:27:27.665 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-06-08 08:27:27.910 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.mrl.pastry.portal.repository.BlogRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-06-08 08:27:27.913 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.mrl.pastry.portal.repository.UserRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-06-08 08:27:27.914 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 172ms. Found 0 Redis repository interfaces.
2021-06-08 08:27:29.638 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=eb87396f-3afa-3551-8ef3-fc57162ce21a
2021-06-08 08:27:29.716 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.mrl.pastry.portal.feign.FeignUploadService' of type [org.springframework.cloud.openfeign.FeignClientFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 08:27:29.763 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'asyncTaskConfiguration' of type [com.mrl.pastry.portal.config.AsyncTaskConfiguration$$EnhancerBySpringCGLIB$$33bf0012] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 08:27:30.687 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'com.mrl.pastry.common.config.RedisConfiguration' of type [com.mrl.pastry.common.config.RedisConfiguration$$EnhancerBySpringCGLIB$$f5becd7] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 08:27:30.944 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@7544260a' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 08:27:30.975 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-06-08 08:27:33.616 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2021-06-08 08:27:33.617 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 20606 ms
2021-06-08 08:27:37.693 [main] INFO  org.redisson.Version - Redisson 3.13.6
2021-06-08 08:27:40.417 [redisson-netty-2-23] INFO  o.r.connection.pool.MasterPubSubConnectionPool - 1 connections initialized for redis/127.0.0.1:6379
2021-06-08 08:27:40.509 [redisson-netty-2-20] INFO  org.redisson.connection.pool.MasterConnectionPool - 24 connections initialized for redis/127.0.0.1:6379
2021-06-08 08:27:46.652 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-06-08 08:27:47.250 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-06-08 08:27:53.412 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Spring Data Elasticsearch: 4.0.2.RELEASE
2021-06-08 08:27:53.412 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client in build: 7.6.2
2021-06-08 08:27:53.412 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client used: 7.6.2
2021-06-08 08:27:56.914 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService
2021-06-08 08:27:56.917 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'executor'
2021-06-08 08:28:02.676 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2021-06-08 08:28:03.261 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-06-08 08:28:03.400 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-06-08 08:28:03.429 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-06-08 08:28:05.997 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger-ui.html', GET], []
2021-06-08 08:28:05.998 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/doc.html', GET], []
2021-06-08 08:28:05.998 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger-resources/**', GET], []
2021-06-08 08:28:05.999 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/swagger/**', GET], []
2021-06-08 08:28:05.999 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.js', GET], []
2021-06-08 08:28:06.000 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.css', GET], []
2021-06-08 08:28:06.001 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.png', GET], []
2021-06-08 08:28:06.001 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/**/*.ico', GET], []
2021-06-08 08:28:06.001 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/v2/api-docs/**', GET], []
2021-06-08 08:28:06.002 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/webjars/springfox-swagger-ui/**', GET], []
2021-06-08 08:28:06.002 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/druid/**', GET], []
2021-06-08 08:28:06.254 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1b94df68, org.springframework.security.web.context.SecurityContextPersistenceFilter@27ae8ce3, org.springframework.security.web.header.HeaderWriterFilter@27e713d4, org.springframework.security.web.authentication.logout.LogoutFilter@f25176a, com.mrl.pastry.common.filter.JwtAuthFilter@64ff0eaa, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7511e348, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2c34c819, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3ef2816a, org.springframework.security.web.session.SessionManagementFilter@f1a5005, org.springframework.security.web.access.ExceptionTranslationFilter@5166f042, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7fc8930f]
2021-06-08 08:28:10.935 [main] INFO  io.undertow - starting server: Undertow - 2.1.3.Final
2021-06-08 08:28:10.995 [main] INFO  org.xnio - XNIO version 3.8.0.Final
2021-06-08 08:28:11.055 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.0.Final
2021-06-08 08:28:11.304 [main] INFO  org.jboss.threads - JBoss Threads version 3.1.0.Final
